File Version;BWSpec4.03_33_C
Date,2016-06-05 09:28:50
title,ZHUA
model,SpectraRad-1050
c code,ZHUA
operator,
port1,0
baud1,3
pixel_start,0
pixel_end,2047
step,1
units,4
bkcolor,16777215
show_mode,6
data_mode,0
pixel_mode,0
intigration times(ms),25
average number,20
time_multiply,1
spectrometer_type ,14
yaxis,1
yaxis_min,0
yaxis_max,65535
xaxis,1
xaxis_min,246
xaxis_max,2031
irrands_DispWLMin,100
irrands_DispWLMax,1000
yaxis_min_6,0
yaxis_max_6,0.106379977280543
irradiance_unit,1
Color_Data_Flag,1
Color_StartWL,400
Color_EndWL,700
Color_IncWL,10
power_unit_index,3
photometric_index,0
Illuminant_index,3
observer_index,0
lab_l,0
lab_a,0
lab_b,0
radiometric_flag,0
coefs_a0,223.140386458488
coefs_a1,0.527599237567685
coefs_a2,-5.46212446781974E-05
coefs_a3,-2.31195935064677E-09
coefs_b0,-478.855180200475
coefs_b1,2.21679314360688
coefs_b2,-0.000689170315785875
coefs_b3,8.10701736562087E-07
coefs_r0,1
coefs_r1,0
coefs_r2,0
coefs_r3,0
coefs_j0,1
coefs_j1,0
coefs_j2,0
coefs_j3,0
enable_coefs_r,0
all_data_save,1
select_option,-1
interval_time,25
pixel_num,2048
sel_pixel_start,31
sel_pixel_end,2047
sel_pixel_delta,1
dark_compensate,1
dark_compensate_value_1,0
dark_compensate_value_2,0
dark_compensate_value_3,0
monitor pixel_0,0
monitor pixel_1,0
monitor pixel_2,0
monitor pixel_3,0
monitor pixel_4,0
monitor pixel_5,0
vertical_select_flag,0
vertical_line3,0
vertical_line4,0
vertical_line3_wv,349.810791693628
vertical_line4_wv,349.810791693628
vertical_line_flag,0
vertical_line_ratio,0
laser_wavelength,0
laser_powerlevel,0
overlay_js,0
Relative Intensity Correction Flag,0
Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Reference,Raw data #1,Dark Subtracted #1,%TR #1,Absorbance #1,Irradiance (mW/cm^2/nm) #1,
0,   ,   ,   ,0.0000,65535.0000,928.6500,-9.0056,0.0000,0.0000,0.0000E+00,
1,   ,   ,   ,0.0000,65535.0000,928.6500,-9.0056,0.0000,0.0000,0.0000E+00,
2,   ,   ,   ,0.0000,65535.0000,942.7000,5.0444,0.0000,0.0000,0.0000E+00,
3,   ,   ,   ,0.0000,65535.0000,894.4000,-43.2556,0.0000,0.0000,0.0000E+00,
4,   ,   ,   ,0.0000,65535.0000,930.1000,-7.5556,0.0000,0.0000,0.0000E+00,
5,   ,   ,   ,0.0000,65535.0000,926.5000,-11.1556,0.0000,0.0000,0.0000E+00,
6,   ,   ,   ,0.0000,65535.0000,918.4500,-19.2056,0.0000,0.0000,0.0000E+00,
7,   ,   ,   ,0.0000,65535.0000,932.2500,-5.4056,0.0000,0.0000,0.0000E+00,
8,   ,   ,   ,0.0000,65535.0000,914.1000,-23.5556,0.0000,0.0000,0.0000E+00,
9,   ,   ,   ,0.0000,65535.0000,943.2000,5.5444,0.0000,0.0000,0.0000E+00,
