SN,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,AM,SDCORR,TEMP,ID,SIG440,SIG500,SIG675,SIG870,SIG936,STD440,STD500,STD675,STD870,STD936,R440_500,R500_675,R675_870,R870_936,AOT440,AOT500,AOT675,AOT870,AOT936,WATER
10572,07/27/2011,10:34:34,-25.800,  29.433, 1006,  908,45.47,1.424,1.031, 15.4, 0, 582.10, 620.98, 864.84, 600.66, 485.36, 0.037, 0.021, 0.028, 0.013, 0.016,0.9372,0.7185,1.4400,1.2377,0.150,0.126,0.072,0.060,0.055,0.85
10572,07/27/2011,10:36:07,-25.800,  29.433, 1006,  908,45.53,1.426,1.031, 15.7, 0, 582.40, 618.80, 868.51, 607.39, 484.11, 0.034, 0.024, 0.004, 0.010, 0.015,0.9410,0.7125,1.4300,1.2549,0.149,0.128,0.069,0.052,0.047,0.87
10572,07/27/2011,10:36:37,-25.800,  29.433, 1006,  908,45.54,1.426,1.031, 15.9, 0, 600.13, 636.70, 870.77, 616.16, 495.14, 0.003, 0.003, 0.005, 0.004, 0.004,0.9426,0.7312,1.4132,1.2444,0.128,0.108,0.067,0.042,0.038,0.86
10572,07/27/2011,10:37:05,-25.800,  29.433, 1006,  908,45.56,1.427,1.031, 16.0, 0, 595.14, 633.31, 868.25, 609.77, 488.41, 0.019, 0.009, 0.013, 0.010, 0.017,0.9397,0.7295,1.4241,1.2486,0.133,0.112,0.069,0.049,0.045,0.86
10572,07/28/2011, 9:39:53,-25.800,  29.433, 1006,  907,45.37,1.422,1.030, 10.9, 0, 502.81, 556.05, 818.10, 588.80, 489.68, 0.005, 0.004, 0.010, 0.002, 0.002,0.9043,0.6797,1.3894,1.2024,0.254,0.204,0.111,0.074,0.068,0.81
10572,07/28/2011, 9:40:04,-25.800,  29.433, 1006,  907,45.36,1.422,1.030, 11.0, 0, 498.69, 547.84, 820.93, 581.76, 480.58, 0.014, 0.009, 0.002, 0.009, 0.012,0.9103,0.6673,1.4112,1.2106,0.259,0.215,0.109,0.083,0.075,0.82
10572,07/28/2011, 9:40:14,-25.800,  29.433, 1006,  907,45.36,1.421,1.030, 11.1, 0, 501.04, 553.35, 817.03, 584.23, 486.99, 0.003, 0.003, 0.005, 0.005, 0.002,0.9055,0.6773,1.3985,1.1997,0.256,0.208,0.112,0.080,0.073,0.81
10572,07/28/2011, 9:57:50,-25.800,  29.433, 1006,  908,44.90,1.410,1.030, 13.9, 0, 531.04, 578.21, 835.58, 595.11, 509.95, 0.005, 0.006, 0.003, 0.006, 0.004,0.9184,0.6920,1.4041,1.1670,0.218,0.179,0.097,0.067,0.061,0.77
10572,07/28/2011, 9:58:07,-25.800,  29.433, 1006,  908,44.90,1.410,1.030, 14.0, 0, 534.36, 581.22, 833.47, 597.91, 514.76, 0.002, 0.001, 0.003, 0.003, 0.002,0.9194,0.6973,1.3940,1.1615,0.214,0.176,0.099,0.064,0.058,0.76
10572,07/28/2011, 9:58:21,-25.800,  29.433, 1006,  908,44.89,1.410,1.030, 14.1, 0, 527.55, 572.50, 823.57, 587.10, 505.79, 0.009, 0.008, 0.006, 0.009, 0.007,0.9215,0.6952,1.4028,1.1607,0.223,0.186,0.108,0.077,0.070,0.76
10572,07/28/2011,10:00:56,-25.800,  29.433, 1006,  908,44.85,1.409,1.030, 14.7, 0, 523.92, 570.15, 830.84, 585.56, 493.76, 0.014, 0.013, 0.006, 0.013, 0.027,0.9190,0.6862,1.4190,1.1866,0.228,0.190,0.102,0.079,0.072,0.80
10572,07/28/2011,10:01:18,-25.800,  29.433, 1006,  908,44.85,1.409,1.030, 14.7, 0,   0.70,   0.68,   1.30,   1.03,   0.85, 0.032, 0.104, 0.113, 0.126, 0.126,1.0341,0.5228,1.2779,1.2408,4.927,4.968,4.687,4.579,4.167,1.96
10572,07/29/2011, 9:53:49,-25.800,  29.433, 1006,  907,44.74,1.406,1.030,  9.1, 0, 578.96, 619.36, 861.63, 598.14, 588.94, 0.005, 0.006, 0.005, 0.008, 0.009,0.9348,0.7188,1.4406,1.0156,0.159,0.132,0.076,0.064,0.058,0.56
10572,07/29/2011, 9:54:00,-25.800,  29.433, 1006,  907,44.73,1.406,1.030,  9.2, 0, 574.07, 613.84, 858.55, 600.17, 588.63, 0.009, 0.008, 0.005, 0.007, 0.004,0.9352,0.7150,1.4305,1.0196,0.165,0.138,0.079,0.062,0.056,0.57
10572,07/29/2011, 9:54:12,-25.800,  29.433, 1006,  907,44.73,1.406,1.030,  9.3, 0, 575.59, 617.05, 854.31, 592.33, 581.98, 0.015, 0.013, 0.015, 0.014, 0.021,0.9328,0.7224,1.4426,1.0179,0.163,0.134,0.082,0.071,0.065,0.57
10572,07/29/2011, 9:54:25,-25.800,  29.433, 1006,  907,44.73,1.406,1.030,  9.4, 0, 500.25, 563.04, 804.19, 542.63, 532.90, 0.230, 0.108, 0.033, 0.111, 0.140,0.8790,0.6996,1.4956,1.0214,0.263,0.199,0.125,0.134,0.122,0.58
10572,07/30/2011,10:01:54,-25.800,  29.433, 1006,  914,44.37,1.397,1.030,  8.6, 0, 618.20, 653.90, 896.45, 622.22, 572.51, 0.007, 0.010, 0.005, 0.002, 0.004,0.9454,0.7295,1.4407,1.0868,0.113,0.094,0.048,0.037,0.033,0.66
10572,07/30/2011,10:02:04,-25.800,  29.433, 1006,  914,44.37,1.397,1.030,  8.7, 0, 621.14, 657.63, 895.69, 622.25, 573.23, 0.002, 0.003, 0.006, 0.004, 0.003,0.9445,0.7343,1.4395,1.0855,0.109,0.090,0.049,0.037,0.033,0.66
10572,07/30/2011,10:02:15,-25.800,  29.433, 1006,  914,44.37,1.397,1.030,  8.8, 0, 620.58, 655.88, 898.39, 619.90, 572.38, 0.003, 0.003, 0.002, 0.004, 0.005,0.9462,0.7301,1.4493,1.0830,0.110,0.091,0.047,0.039,0.036,0.65
10572,07/30/2011,10:02:27,-25.800,  29.433, 1006,  915,44.37,1.397,1.030,  9.0, 0, 617.29, 655.12, 889.52, 620.39, 573.35, 0.006, 0.002, 0.014, 0.005, 0.004,0.9423,0.7366,1.4338,1.0821,0.113,0.092,0.054,0.039,0.035,0.65
10572,08/01/2011,12:52:56,-25.800,  29.433, 1006,  910,59.29,1.953,1.029, 13.6, 0, 590.54, 625.60, 869.95, 605.32, 607.60, 0.003, 0.007, 0.003, 0.007, 0.010,0.9440,0.7191,1.4372,0.9963,0.043,0.054,0.040,0.037,0.033,0.39
10572,08/01/2011,12:53:06,-25.800,  29.433, 1006,  911,59.32,1.955,1.029, 13.8, 0, 590.51, 623.75, 863.99, 603.23, 605.97, 0.003, 0.006, 0.005, 0.010, 0.013,0.9467,0.7219,1.4324,0.9955,0.043,0.055,0.043,0.038,0.035,0.39
10572,08/01/2011,12:53:17,-25.800,  29.433, 1006,  911,59.35,1.956,1.029, 13.9, 0, 589.76, 625.71, 873.59, 609.14, 606.53, 0.005, 0.007, 0.002, 0.006, 0.013,0.9426,0.7163,1.4342,1.0044,0.043,0.053,0.037,0.033,0.030,0.40
10572,08/01/2011,12:53:28,-25.800,  29.433, 1006,  911,59.38,1.958,1.029, 14.1, 0, 589.34, 624.56, 865.33, 605.81, 606.70, 0.005, 0.004, 0.008, 0.005, 0.003,0.9436,0.7218,1.4284,0.9985,0.043,0.054,0.042,0.036,0.033,0.39
10572,08/02/2011, 9:47:27,-25.800,  29.433, 1006,  914,43.91,1.386,1.029,  8.6, 0, 497.15, 552.54, 818.07, 585.07, 517.79, 0.005, 0.004, 0.003, 0.007, 0.007,0.8998,0.6754,1.3983,1.1299,0.273,0.217,0.116,0.082,0.075,0.73
10572,08/02/2011, 9:47:37,-25.800,  29.433, 1006,  914,43.90,1.386,1.029,  8.7, 0, 498.18, 553.57, 819.28, 584.17, 517.27, 0.006, 0.006, 0.004, 0.006, 0.001,0.8999,0.6757,1.4025,1.1293,0.272,0.216,0.115,0.083,0.076,0.73
10572,08/02/2011, 9:47:48,-25.800,  29.433, 1006,  915,43.90,1.386,1.029,  8.8, 0, 498.61, 554.27, 819.78, 583.45, 517.13, 0.007, 0.005, 0.003, 0.003, 0.007,0.8996,0.6761,1.4051,1.1283,0.271,0.215,0.114,0.084,0.076,0.73
10572,08/02/2011, 9:47:58,-25.800,  29.433, 1006,  915,43.89,1.386,1.029,  8.9, 0, 500.57, 556.38, 819.20, 585.76, 521.58, 0.011, 0.005, 0.004, 0.005, 0.006,0.8997,0.6792,1.3986,1.1231,0.268,0.212,0.115,0.081,0.074,0.72
10572,08/03/2011, 9:20:10,-25.800,  29.433, 1006,  916,44.91,1.410,1.029,  7.1, 0, 511.45, 569.47, 830.62, 594.23, 535.05, 0.006, 0.003, 0.009, 0.003, 0.006,0.8981,0.6856,1.3978,1.1106,0.244,0.190,0.102,0.070,0.063,0.69
10572,08/03/2011, 9:20:38,-25.800,  29.433, 1006,  916,44.88,1.410,1.029,  7.5, 0, 513.06, 571.14, 833.53, 596.12, 538.47, 0.002, 0.003, 0.004, 0.002, 0.004,0.8983,0.6852,1.3983,1.1071,0.242,0.188,0.100,0.067,0.061,0.69
10572,08/03/2011, 9:20:48,-25.800,  29.433, 1006,  916,44.87,1.409,1.029,  7.7, 0, 506.66, 564.51, 826.96, 582.51, 530.73, 0.002, 0.002, 0.003, 0.002, 0.002,0.8975,0.6826,1.4196,1.0976,0.251,0.196,0.106,0.084,0.076,0.68
10572,08/03/2011, 9:20:59,-25.800,  29.433, 1006,  916,44.86,1.409,1.029,  7.9, 0, 511.03, 566.69, 821.25, 586.15, 529.91, 0.005, 0.010, 0.006, 0.010, 0.009,0.9019,0.6901,1.4013,1.1062,0.245,0.194,0.111,0.079,0.072,0.69
10572,08/03/2011,10:18:55,-25.800,  29.433, 1006,  914,43.41,1.375,1.029,  9.0, 0, 594.78, 632.21, 878.87, 612.99, 618.34, 0.002, 0.005, 0.002, 0.001, 0.001,0.9408,0.7194,1.4337,0.9913,0.147,0.123,0.065,0.049,0.045,0.54
10572,08/03/2011,10:19:06,-25.800,  29.433, 1006,  914,43.41,1.375,1.029,  9.1, 0, 593.26, 628.94, 875.32, 606.08, 610.90, 0.002, 0.005, 0.008, 0.005, 0.005,0.9433,0.7185,1.4442,0.9921,0.149,0.126,0.068,0.057,0.052,0.54
10572,08/03/2011,10:19:16,-25.800,  29.433, 1006,  914,43.42,1.375,1.029,  9.2, 0, 591.89, 631.89, 876.86, 609.43, 612.30, 0.002, 0.002, 0.003, 0.003, 0.005,0.9367,0.7206,1.4388,0.9953,0.150,0.123,0.067,0.053,0.049,0.55
10572,08/04/2011, 8:59:26,-25.800,  29.433, 1006,  913,46.25,1.444,1.028,  6.0, 0, 494.43, 557.23, 825.57, 589.66, 510.17, 0.005, 0.007, 0.006, 0.005, 0.006,0.8873,0.6750,1.4001,1.1558,0.258,0.198,0.104,0.073,0.067,0.74
10572,08/04/2011, 8:59:37,-25.800,  29.433, 1006,  913,46.23,1.444,1.028,  6.2, 0, 492.67, 560.02, 821.29, 589.92, 507.03, 0.007, 0.000, 0.012, 0.005, 0.005,0.8797,0.6820,1.3922,1.1635,0.260,0.195,0.107,0.073,0.066,0.75
10572,08/04/2011, 8:59:51,-25.800,  29.433, 1006,  914,46.21,1.443,1.028,  6.4, 0, 493.86, 558.86, 827.16, 592.22, 513.55, 0.005, 0.006, 0.004, 0.003, 0.001,0.8837,0.6757,1.3967,1.1532,0.259,0.196,0.102,0.070,0.064,0.73
10572,08/04/2011, 9:19:22,-25.800,  29.433, 1006,  913,44.71,1.405,1.028, 14.1, 0, 529.91, 585.97, 840.15, 594.06, 551.05, 0.003, 0.003, 0.001, 0.010, 0.002,0.9043,0.6975,1.4144,1.0780,0.222,0.172,0.095,0.070,0.064,0.65
10572,08/04/2011, 9:19:33,-25.800,  29.433, 1006,  914,44.69,1.405,1.028, 14.3, 0, 527.26, 584.78, 842.35, 599.18, 550.89, 0.006, 0.004, 0.005, 0.002, 0.004,0.9016,0.6942,1.4058,1.0877,0.225,0.173,0.093,0.064,0.058,0.66
10572,08/04/2011, 9:19:47,-25.800,  29.433, 1006,  914,44.68,1.405,1.028, 14.4, 0, 528.85, 584.82, 841.35, 598.45, 547.81, 0.007, 0.004, 0.003, 0.003, 0.010,0.9043,0.6951,1.4059,1.0925,0.223,0.173,0.094,0.065,0.059,0.67
10572,08/04/2011, 9:50:37,-25.800,  29.433, 1006,  913,43.30,1.373,1.028, 12.0, 0, 579.06, 622.18, 864.39, 608.36, 591.35, 0.002, 0.002, 0.005, 0.003, 0.004,0.9307,0.7198,1.4209,1.0288,0.168,0.135,0.078,0.055,0.050,0.59
10572,08/04/2011, 9:50:48,-25.800,  29.433, 1006,  913,43.30,1.373,1.028, 12.1, 0, 575.85, 616.38, 866.94, 600.84, 584.13, 0.002, 0.006, 0.001, 0.008, 0.002,0.9343,0.7110,1.4430,1.0286,0.172,0.142,0.075,0.064,0.058,0.59
10572,08/04/2011, 9:50:58,-25.800,  29.433, 1006,  913,43.29,1.372,1.028, 12.2, 0, 577.70, 619.08, 867.89, 606.27, 588.67, 0.002, 0.003, 0.003, 0.005, 0.005,0.9332,0.7133,1.4315,1.0299,0.169,0.139,0.075,0.057,0.052,0.60
10572,08/04/2011, 9:51:09,-25.800,  29.433, 1006,  913,43.29,1.372,1.028, 12.3, 0, 577.46, 621.05, 867.38, 607.40, 591.00, 0.004, 0.001, 0.004, 0.003, 0.002,0.9298,0.7160,1.4280,1.0278,0.170,0.136,0.075,0.056,0.051,0.59
10572,08/04/2011,10:18:41,-25.800,  29.433, 1006,  914,43.15,1.369,1.028, 16.0, 0, 605.68, 640.16, 879.33, 613.70, 616.36, 0.002, 0.003, 0.006, 0.004, 0.005,0.9461,0.7280,1.4328,0.9957,0.135,0.115,0.065,0.049,0.044,0.55
10572,08/04/2011,10:19:00,-25.800,  29.433, 1006,  914,43.15,1.369,1.028, 16.1, 0, 607.04, 639.01, 878.81, 614.11, 619.70, 0.004, 0.008, 0.004, 0.005, 0.004,0.9500,0.7272,1.4311,0.9910,0.134,0.116,0.066,0.048,0.044,0.54
10572,08/04/2011,10:58:00,-25.800,  29.433, 1006,  911,44.73,1.406,1.028, 15.6, 0, 633.57, 657.19, 887.81, 617.25, 645.57, 0.008, 0.008, 0.008, 0.003, 0.010,0.9641,0.7403,1.4384,0.9562,0.095,0.090,0.056,0.043,0.039,0.48
10572,08/04/2011,10:58:11,-25.800,  29.433, 1006,  911,44.74,1.406,1.028, 15.8, 0, 631.92, 662.14, 894.13, 617.97, 651.23, 0.013, 0.004, 0.003, 0.008, 0.007,0.9544,0.7406,1.4470,0.9489,0.097,0.085,0.051,0.042,0.038,0.47
10572,08/04/2011,10:58:22,-25.800,  29.433, 1006,  912,44.76,1.407,1.028, 15.9, 0, 631.91, 657.53, 891.40, 616.71, 645.31, 0.008, 0.011, 0.004, 0.005, 0.010,0.9611,0.7376,1.4454,0.9557,0.096,0.089,0.053,0.044,0.040,0.48
10572,08/04/2011,10:58:32,-25.800,  29.433, 1006,  912,44.77,1.407,1.028, 16.0, 0, 633.13, 660.45, 890.60, 620.23, 652.28, 0.006, 0.005, 0.009, 0.002, 0.001,0.9586,0.7416,1.4359,0.9509,0.095,0.086,0.054,0.040,0.036,0.47
10572,08/08/2011, 9:50:00,-25.800,  29.433, 1006,  915,42.22,1.349,1.027, 13.1, 0, 396.53, 435.91, 683.59, 515.07, 404.25, 0.072, 0.109, 0.054, 0.062, 0.061,0.9129,0.6379,1.3282,1.2747,0.456,0.404,0.254,0.180,0.164,0.97
10572,08/08/2011,10:02:12,-25.800,  29.433, 1006,  914,42.00,1.344,1.027, 16.6, 0, 446.71, 494.37, 751.90, 549.98, 443.11, 0.002, 0.003, 0.003, 0.005, 0.006,0.9036,0.6575,1.3672,1.2412,0.369,0.312,0.185,0.132,0.120,0.92
10572,08/08/2011,10:02:23,-25.800,  29.433, 1006,  914,42.00,1.344,1.027, 16.8, 0, 448.24, 496.95, 754.69, 556.25, 449.43, 0.003, 0.001, 0.003, 0.004, 0.007,0.9020,0.6585,1.3568,1.2377,0.367,0.309,0.182,0.124,0.113,0.91
10572,08/08/2011,10:02:34,-25.800,  29.433, 1006,  914,42.00,1.344,1.027, 16.9, 0, 448.13, 497.12, 753.82, 557.67, 451.84, 0.004, 0.002, 0.002, 0.002, 0.003,0.9014,0.6595,1.3517,1.2342,0.367,0.308,0.183,0.122,0.111,0.91
10572,08/08/2011,10:18:34,-25.800,  29.433, 1006,  913,42.06,1.345,1.027, 16.2, 0, 405.74, 448.16, 693.54, 484.65, 394.84, 0.100, 0.079, 0.068, 0.047, 0.043,0.9047,0.6472,1.4305,1.2285,0.441,0.385,0.245,0.226,0.206,0.92
10572,08/08/2011,10:19:52,-25.800,  29.433, 1006,  913,42.08,1.346,1.027, 16.7, 0, 451.69, 494.71, 734.52, 544.53, 452.30, 0.012, 0.014, 0.014, 0.016, 0.013,0.9131,0.6736,1.3491,1.2039,0.361,0.312,0.202,0.140,0.127,0.87
10572,08/08/2011,10:21:11,-25.800,  29.433, 1006,  912,42.10,1.346,1.027, 17.0, 0, 402.00, 433.56, 650.55, 480.56, 383.33, 0.092, 0.027, 0.080, 0.083, 0.140,0.9260,0.6708,1.3553,1.2617,0.447,0.410,0.292,0.232,0.211,0.96
10572,08/08/2011,10:21:23,-25.800,  29.433, 1006,  913,42.10,1.346,1.027, 17.0, 0, 447.96, 487.43, 727.09, 520.93, 437.52, 0.049, 0.065, 0.034, 0.071, 0.063,0.9198,0.6700,1.3994,1.1903,0.367,0.322,0.209,0.172,0.157,0.86
10572,08/08/2011,10:24:50,-25.800,  29.433, 1006,  913,42.18,1.348,1.027, 17.5, 0, 432.30, 495.26, 752.32, 546.43, 447.38, 0.074, 0.037, 0.013, 0.029, 0.056,0.8721,0.6582,1.3778,1.2234,0.392,0.310,0.184,0.137,0.124,0.89
10572,08/08/2011,10:25:35,-25.800,  29.433, 1006,  912,42.19,1.348,1.027, 17.6, 0, 436.90, 492.00, 694.46, 520.57, 429.49, 0.083, 0.028, 0.085, 0.057, 0.085,0.8879,0.7120,1.3335,1.2146,0.385,0.315,0.243,0.173,0.157,0.89
10572,08/08/2011,10:26:19,-25.800,  29.433, 1006,  913,42.21,1.349,1.027, 17.7, 0, 468.68, 511.76, 753.47, 562.01, 471.94, 0.004, 0.007, 0.013, 0.004, 0.003,0.9158,0.6793,1.3406,1.1909,0.332,0.285,0.182,0.116,0.105,0.84
10572,08/08/2011,10:27:09,-25.800,  29.433, 1006,  913,42.24,1.349,1.027, 17.8, 0, 465.82, 508.89, 752.23, 554.24, 468.61, 0.005, 0.005, 0.009, 0.011, 0.006,0.9154,0.6766,1.3573,1.1827,0.336,0.289,0.184,0.126,0.115,0.83
10572,08/08/2011,10:27:38,-25.800,  29.433, 1006,  913,42.25,1.350,1.027, 17.8, 0, 453.29, 496.40, 755.81, 544.81, 460.58, 0.018, 0.017, 0.006, 0.009, 0.007,0.9131,0.6568,1.3873,1.1829,0.357,0.308,0.180,0.139,0.126,0.84
10572,08/08/2011,10:29:20,-25.800,  29.433, 1006,  913,42.30,1.351,1.027, 18.0, 0, 414.08, 475.50, 733.94, 548.48, 443.15, 0.131, 0.079, 0.042, 0.026, 0.093,0.8682,0.6471,1.3393,1.2444,0.423,0.339,0.202,0.134,0.122,0.91
10572,08/08/2011,10:39:02,-25.800,  29.433, 1006,  912,42.65,1.358,1.027, 19.5, 0, 486.92, 531.14, 778.20, 567.48, 484.59, 0.004, 0.003, 0.003, 0.008, 0.006,0.9168,0.6825,1.3714,1.1711,0.300,0.255,0.157,0.108,0.098,0.81
10572,08/08/2011,10:39:13,-25.800,  29.433, 1006,  912,42.66,1.358,1.027, 19.6, 0, 488.07, 530.94, 776.14, 569.29, 488.98, 0.002, 0.005, 0.006, 0.002, 0.002,0.9193,0.6841,1.3634,1.1642,0.299,0.256,0.159,0.105,0.096,0.80
10572,08/08/2011,10:39:24,-25.800,  29.433, 1006,  913,42.67,1.359,1.027, 19.8, 0, 486.23, 529.29, 780.80, 569.19, 487.15, 0.005, 0.006, 0.001, 0.003, 0.006,0.9187,0.6779,1.3718,1.1684,0.301,0.258,0.155,0.106,0.096,0.80
10572,08/08/2011,10:57:03,-25.800,  29.433, 1006,  912,43.64,1.380,1.027, 20.4, 0, 500.05, 537.40, 793.61, 569.09, 488.91, 0.019, 0.016, 0.002, 0.007, 0.016,0.9305,0.6771,1.3946,1.1641,0.273,0.241,0.140,0.104,0.094,0.79
10572,08/08/2011,10:57:27,-25.800,  29.433, 1006,  912,43.67,1.381,1.027, 20.6, 0, 498.80, 536.20, 786.96, 571.48, 488.88, 0.022, 0.019, 0.012, 0.005, 0.012,0.9302,0.6814,1.3770,1.1690,0.274,0.242,0.146,0.101,0.092,0.79
10572,08/08/2011,10:57:54,-25.800,  29.433, 1006,  912,43.70,1.382,1.027, 20.9, 0, 494.78, 523.12, 759.37, 556.41, 476.60, 0.020, 0.015, 0.016, 0.017, 0.021,0.9461,0.6890,1.3648,1.1675,0.280,0.260,0.172,0.120,0.109,0.79
10572,08/08/2011,10:58:15,-25.800,  29.433, 1006,  912,43.72,1.382,1.027, 21.0, 0, 503.83, 542.88, 793.09, 574.09, 496.49, 0.011, 0.002, 0.008, 0.008, 0.011,0.9281,0.6845,1.3815,1.1563,0.267,0.233,0.140,0.097,0.089,0.77
10572,08/08/2011,10:58:40,-25.800,  29.433, 1006,  913,43.75,1.383,1.027, 21.3, 0, 505.62, 544.84, 794.10, 574.48, 497.41, 0.013, 0.009, 0.005, 0.008, 0.012,0.9280,0.6861,1.3824,1.1550,0.264,0.230,0.139,0.097,0.088,0.77
10572,08/08/2011,10:59:16,-25.800,  29.433, 1006,  913,43.79,1.384,1.027, 21.6, 0, 500.74, 548.21, 795.30, 572.67, 496.77, 0.040, 0.005, 0.006, 0.017, 0.016,0.9135,0.6893,1.3890,1.1528,0.270,0.225,0.138,0.099,0.090,0.77
10572,08/08/2011,10:59:40,-25.800,  29.433, 1006,  913,43.82,1.384,1.027, 21.8, 0, 480.02, 520.53, 775.20, 535.85, 467.68, 0.025, 0.020, 0.010, 0.027, 0.026,0.9223,0.6715,1.4472,1.1457,0.301,0.263,0.156,0.147,0.134,0.77
10572,08/08/2011,10:59:52,-25.800,  29.433, 1006,  913,43.83,1.385,1.027, 21.9, 0, 509.40, 546.05, 796.03, 570.25, 494.83, 0.007, 0.007, 0.006, 0.004, 0.006,0.9329,0.6860,1.3959,1.1525,0.258,0.228,0.137,0.102,0.093,0.77
10572,08/08/2011,11:00:44,-25.800,  29.433, 1006,  913,43.89,1.386,1.027, 22.2, 0, 519.89, 557.49, 801.13, 581.02, 502.80, 0.010, 0.010, 0.005, 0.009, 0.008,0.9326,0.6959,1.3790,1.1556,0.243,0.213,0.132,0.088,0.080,0.77
10572,08/08/2011,11:41:17,-25.800,  29.433, 1006,  913,47.71,1.484,1.027, 23.3, 0, 554.49, 590.65, 824.76, 593.15, 523.39, 0.012, 0.003, 0.006, 0.008, 0.004,0.9388,0.7162,1.3905,1.1333,0.169,0.151,0.101,0.068,0.062,0.69
10572,08/08/2011,14:27:01,-25.800,  29.433, 1006,  906,75.66,3.978,1.027, 24.4, 0, 454.24, 499.82, 770.35, 534.27, 416.21, 0.002, 0.001, 0.001, 0.002, 0.001,0.9088,0.6488,1.4419,1.2837,-0.022,0.019,0.032,0.043,0.039,0.35
10572,08/08/2011,14:27:12,-25.800,  29.433, 1006,  907,75.69,3.988,1.027, 24.6, 0, 452.12, 495.77, 770.43, 529.13, 413.02, 0.005, 0.004, 0.001, 0.003, 0.002,0.9120,0.6435,1.4560,1.2811,-0.021,0.020,0.031,0.045,0.041,0.35
10572,08/08/2011,14:27:24,-25.800,  29.433, 1006,  907,75.73,3.998,1.027, 24.7, 0, 459.25, 501.39, 781.17, 538.48, 420.15, 0.003, 0.002, 0.002, 0.005, 0.005,0.9160,0.6418,1.4507,1.2816,-0.026,0.017,0.028,0.041,0.037,0.35
10572,08/08/2011,14:31:23,-25.800,  29.433, 1006,  907,76.54,4.225,1.027, 26.0, 0, 467.50, 510.89, 791.63, 543.05, 436.34, 0.003, 0.007, 0.002, 0.002, 0.005,0.9151,0.6454,1.4578,1.2446,-0.040,0.005,0.021,0.036,0.033,0.32
10572,08/08/2011,14:31:34,-25.800,  29.433, 1006,  907,76.58,4.236,1.027, 26.0, 0, 505.61, 553.88, 805.20, 581.78, 473.98, 0.003, 0.002, 0.004, 0.005, 0.002,0.9128,0.6879,1.3840,1.2274,-0.059,-0.015,0.017,0.020,0.018,0.30
10572,08/08/2011,14:31:53,-25.800,  29.433, 1006,  907,76.64,4.255,1.027, 26.1, 0, 496.75, 543.30, 793.78, 567.50, 458.53, 0.005, 0.001, 0.006, 0.006, 0.003,0.9143,0.6845,1.3987,1.2376,-0.056,-0.011,0.020,0.025,0.023,0.31
10572,08/08/2011,14:32:09,-25.800,  29.433, 1006,  907,76.69,4.272,1.027, 26.1, 0, 489.77, 539.64, 803.51, 569.22, 458.62, 0.014, 0.001, 0.003, 0.005, 0.006,0.9076,0.6716,1.4116,1.2412,-0.053,-0.010,0.017,0.024,0.022,0.31
10572,08/08/2011,14:36:10,-25.800,  29.433, 1006,  907,77.51,4.536,1.027, 26.4, 0, 467.35, 511.74, 787.01, 545.91, 429.99, 0.008, 0.003, 0.002, 0.004, 0.005,0.9133,0.6502,1.4417,1.2696,-0.052,-0.005,0.018,0.031,0.029,0.31
10572,08/08/2011,14:36:28,-25.800,  29.433, 1006,  907,77.57,4.557,1.027, 26.4, 0, 466.99, 513.40, 781.09, 545.99, 429.57, 0.004, 0.002, 0.003, 0.003, 0.002,0.9096,0.6573,1.4306,1.2710,-0.053,-0.006,0.020,0.031,0.028,0.31
10572,08/08/2011,14:36:40,-25.800,  29.433, 1006,  907,77.61,4.571,1.027, 26.5, 0, 486.99, 532.90, 799.82, 574.22, 447.25, 0.004, 0.002, 0.004, 0.005, 0.003,0.9138,0.6663,1.3929,1.2839,-0.062,-0.015,0.014,0.020,0.018,0.31
10572,08/09/2011, 9:01:32,-25.800,  29.433, 1006,  912,44.72,1.406,1.027, 14.7, 0, 286.22, 344.65, 615.71, 471.81, 355.81, 0.052, 0.051, 0.025, 0.034, 0.044,0.8305,0.5595,1.3054,1.3269,0.661,0.550,0.317,0.235,0.214,1.02
10572,08/09/2011, 9:01:49,-25.800,  29.433, 1006,  912,44.69,1.405,1.027, 14.9, 0, 276.22, 339.50, 615.70, 464.33, 350.79, 0.047, 0.042, 0.012, 0.030, 0.033,0.8136,0.5513,1.3266,1.3238,0.687,0.561,0.318,0.247,0.225,1.02
10572,08/09/2011, 9:02:41,-25.800,  29.433, 1006,  912,44.62,1.403,1.027, 15.4, 0, 302.05, 365.22, 631.19, 491.98, 371.29, 0.011, 0.008, 0.017, 0.012, 0.035,0.8270,0.5787,1.2832,1.3259,0.624,0.510,0.300,0.206,0.187,1.01
10572,08/09/2011, 9:03:10,-25.800,  29.433, 1006,  912,44.57,1.402,1.027, 15.7, 0, 302.22, 368.25, 633.13, 498.54, 379.16, 0.015, 0.008, 0.014, 0.007, 0.012,0.8207,0.5818,1.2700,1.3150,0.625,0.505,0.298,0.197,0.179,1.00
10572,08/09/2011, 9:04:24,-25.800,  29.433, 1006,  913,44.47,1.400,1.027, 16.4, 0, 306.16, 371.16, 633.59, 498.43, 381.11, 0.006, 0.007, 0.010, 0.008, 0.009,0.8249,0.5859,1.2712,1.3078,0.617,0.500,0.298,0.197,0.179,0.99
