# Exported mask 'geometry' on 23-Jun-2016 08:38:35.000038
# Product name: S2A_OPER_MTD_SAFL1C_PDMC_20160607T085006_R135_V20160606T081644_20160606T081644
# Product file location: /home/dgriffith/Downloads/S2Image/S2A_OPER_PRD_MSIL1C_PDMC_20160607T085006_R135_V20160606T081644_20160606T081644.SAFE/S2A_OPER_MTD_SAFL1C_PDMC_20160607T085006_R135_V20160606T081644_20160606T081644.xml

# Wavelength:				443.0	490.0	560.0	665.0	705.0	740.0	783.0	842.0	865.0	945.0	1375.0	1610.0	2190.0	0.0	0.0	0.0	0.0	0.0
# Solar flux:				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B10	B11	B12	sun_zenith	sun_azimuth	view_zenith	view_azimuth	DarkInB8A
13759.5	13472.5	28.370263833769403	-25.623712644050077	1579	1251	951	665	636	643	622	543	547	194	11	179	97	54.94126	30.729656	5.905549	84.61825	1.0
13760.5	13472.5	28.370363412365197	-25.623711710140306	1579	1212	952	666	640	637	613	539	534	194	11	175	82	54.94121	30.729559	5.9048247	84.61284	1.0
13761.5	13472.5	28.37046299095606	-25.623710776162717	1579	1226	968	668	640	637	613	531	534	194	11	175	82	54.941166	30.729464	5.9041004	84.60743	1.0
13762.5	13472.5	28.370562569541978	-25.623709842117307	1579	1238	954	664	644	635	627	531	550	194	11	169	94	54.94112	30.729368	5.903376	84.60202	1.0
13763.5	13472.5	28.37066214812297	-25.62370890800408	1579	1223	953	661	644	635	627	535	550	194	11	169	94	54.941074	30.729273	5.9026513	84.59661	1.0
13764.5	13472.5	28.37076172669903	-25.623707973823024	1602	1227	952	673	644	620	629	521	546	192	14	176	97	54.94103	30.729176	5.901927	84.5912	1.0
13765.5	13472.5	28.370861305270154	-25.62370703957415	1602	1233	959	666	644	620	629	533	546	192	14	176	97	54.940983	30.72908	5.9012027	84.58579	1.0
13766.5	13472.5	28.370960883836347	-25.623706105257455	1602	1240	966	666	652	642	636	526	538	192	14	177	87	54.940937	30.728985	5.9004784	84.58038	1.0
13767.5	13472.5	28.3710604623976	-25.623705170872938	1602	1240	966	683	652	642	636	528	538	192	14	177	87	54.94089	30.72889	5.899754	84.574974	1.0
13768.5	13472.5	28.37116004095392	-25.623704236420597	1602	1237	970	683	650	651	638	539	534	192	14	170	91	54.940845	30.728794	5.8990297	84.569565	1.0
13769.5	13472.5	28.371259619505306	-25.623703301900438	1602	1248	965	673	650	651	638	548	534	192	14	170	91	54.940796	30.728697	5.8983054	84.564156	1.0
13770.5	13472.5	28.371359198051753	-25.623702367312465	1590	1244	959	682	667	661	646	557	550	195	8	183	90	54.94075	30.728601	5.8975806	84.55875	1.0
13771.5	13472.5	28.371458776593265	-25.62370143265666	1590	1241	979	702	667	661	646	553	550	195	8	183	90	54.940704	30.728506	5.8968563	84.55334	1.0
13772.5	13472.5	28.37155835512984	-25.623700497933033	1590	1242	970	686	666	640	642	543	560	195	8	182	92	54.94066	30.72841	5.896132	84.54793	1.0
13773.5	13472.5	28.371657933661478	-25.623699563141596	1590	1238	965	678	666	640	642	539	560	195	8	182	92	54.940613	30.728313	5.8954077	84.54253	1.0
13774.5	13472.5	28.37175751218818	-25.623698628282327	1590	1238	980	675	669	647	644	535	559	195	8	188	90	54.940567	30.728218	5.8946834	84.53712	1.0
13775.5	13472.5	28.371857090709938	-25.62369769335524	1590	1234	977	681	669	647	644	543	559	195	8	188	90	54.94052	30.728123	5.893959	84.53171	1.0
13776.5	13472.5	28.371956669226762	-25.62369675836033	1584	1235	963	677	675	662	627	544	560	185	10	182	82	54.940475	30.728027	5.8932347	84.5263	1.0
13777.5	13472.5	28.37205624773865	-25.623695823297602	1584	1230	950	671	675	662	627	541	560	185	10	182	82	54.94043	30.727932	5.89251	84.52089	1.0
13778.5	13472.5	28.372155826245596	-25.62369488816705	1584	1247	966	672	666	656	616	533	565	185	10	171	91	54.94038	30.727835	5.8917856	84.51548	1.0
13779.5	13472.5	28.3722554047476	-25.62369395296868	1584	1233	964	668	666	656	616	544	565	185	10	171	91	54.940334	30.72774	5.8910613	84.51007	1.0
13780.5	13472.5	28.372354983244673	-25.623693017702486	1584	1220	966	671	681	638	632	551	556	185	10	169	90	54.94029	30.727644	5.890337	84.50466	1.0
13781.5	13472.5	28.372454561736802	-25.623692082368475	1584	1245	942	673	681	638	632	549	556	185	10	169	90	54.940243	30.727549	5.8896127	84.49925	1.0
13782.5	13472.5	28.37255414022399	-25.62369114696664	1585	1245	966	668	669	641	629	542	548	182	12	169	90	54.940197	30.727451	5.8888884	84.49384	1.0
13783.5	13472.5	28.372653718706236	-25.623690211496985	1585	1232	975	663	669	641	629	543	548	182	12	169	90	54.94015	30.727356	5.888164	84.488434	1.0
13784.5	13472.5	28.372753297183543	-25.62368927595951	1585	1241	965	664	671	636	618	529	539	182	12	170	91	54.940105	30.72726	5.8874393	84.483025	1.0
13785.5	13472.5	28.372852875655912	-25.62368834035421	1585	1250	964	656	671	636	618	530	539	182	12	170	91	54.94006	30.727165	5.886715	84.477615	1.0
13786.5	13472.5	28.37295245412333	-25.62368740468109	1585	1232	961	667	657	632	630	530	543	182	12	169	87	54.940014	30.72707	5.8859906	84.472206	1.0
13787.5	13472.5	28.373052032585814	-25.623686468940154	1585	1246	960	688	657	632	630	538	543	182	12	169	87	54.939964	30.726973	5.8852663	84.4668	1.0
13788.5	13472.5	28.373151611043355	-25.623685533131386	1587	1238	965	674	657	651	622	549	537	191	9	176	93	54.93992	30.726877	5.884542	84.461395	1.0
13789.5	13472.5	28.373251189495942	-25.623684597254805	1587	1250	946	674	657	651	622	543	537	191	9	176	93	54.939873	30.726782	5.8838177	84.455986	1.0
13790.5	13472.5	28.3733507679436	-25.623683661310405	1587	1238	942	671	655	634	609	538	524	191	9	183	89	54.939827	30.726686	5.8830934	84.45058	1.0
13791.5	13472.5	28.373450346386313	-25.623682725298178	1587	1232	958	675	655	634	609	538	524	191	9	183	89	54.93978	30.72659	5.8823686	84.44517	1.0
13792.5	13472.5	28.373549924824076	-25.623681789218132	1587	1219	967	666	644	626	629	532	533	191	9	180	84	54.939735	30.726494	5.8816442	84.43976	1.0
