# Exported mask 'geometry' on 01-Jul-2016 16:13:47.000013
# Product name: S3A_OL_1_EFR____20160624T074916_20160624T075216_20160625T143115_0179_005_320_3420_LN1_O_NT_001
# Product file location: D:\Projects\GitHub\RoodBuoy16\Data\Sentinel3\S3A_OL_1_EFR____20160624T074916_20160624T075216_20160625T143115_0179_005_320_3420_LN1_O_NT_001.SEN3\xfdumanifest.xml

# Wavelength:				400.0	412.5	442.5	490.0	510.0	560.0	620.0	665.0	673.75	681.25	708.75	753.75	761.25	764.375	767.5	778.75	865.0	885.0	900.0	940.0	1020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
# Solar flux:				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pixel-X	Pixel-Y	Longitude	Latitude	Oa01_radiance	Oa02_radiance	Oa03_radiance	Oa04_radiance	Oa05_radiance	Oa06_radiance	Oa07_radiance	Oa08_radiance	Oa09_radiance	Oa10_radiance	Oa11_radiance	Oa12_radiance	Oa13_radiance	Oa14_radiance	Oa15_radiance	Oa16_radiance	Oa17_radiance	Oa18_radiance	Oa19_radiance	Oa20_radiance	Oa21_radiance	altitude	latitude	longitude	detector_index	FWHM_band_1	FWHM_band_2	FWHM_band_3	FWHM_band_4	FWHM_band_5	FWHM_band_6	FWHM_band_7	FWHM_band_8	FWHM_band_9	FWHM_band_10	FWHM_band_11	FWHM_band_12	FWHM_band_13	FWHM_band_14	FWHM_band_15	FWHM_band_16	FWHM_band_17	FWHM_band_18	FWHM_band_19	FWHM_band_20	FWHM_band_21	frame_offset	lambda0_band_1	lambda0_band_2	lambda0_band_3	lambda0_band_4	lambda0_band_5	lambda0_band_6	lambda0_band_7	lambda0_band_8	lambda0_band_9	lambda0_band_10	lambda0_band_11	lambda0_band_12	lambda0_band_13	lambda0_band_14	lambda0_band_15	lambda0_band_16	lambda0_band_17	lambda0_band_18	lambda0_band_19	lambda0_band_20	lambda0_band_21	solar_flux_band_1	solar_flux_band_2	solar_flux_band_3	solar_flux_band_4	solar_flux_band_5	solar_flux_band_6	solar_flux_band_7	solar_flux_band_8	solar_flux_band_9	solar_flux_band_10	solar_flux_band_11	solar_flux_band_12	solar_flux_band_13	solar_flux_band_14	solar_flux_band_15	solar_flux_band_16	solar_flux_band_17	solar_flux_band_18	solar_flux_band_19	solar_flux_band_20	solar_flux_band_21	quality_flags
3622.5	912.5	28.369936792294666	-25.60433765569277	42.285667	43.2944	40.19813	33.131004	30.750162	27.314253	25.28467	24.402845	23.937426	23.843245	29.594664	38.021088	10.578041	19.248919	33.68225	36.371014	32.582634	31.941793	22.693485	8.541312	26.801317	1193	-25.601433	28.368248	2543	13.242978	9.783588	9.905576	9.998985	9.938175	10.005635	9.949693	9.953938	7.5232635	7.541052	10.002069	7.5248346	2.9285762	3.78577	2.8799274	15.024237	19.938019	9.964676	9.959509	19.800564	27.072235	-1	400.86246	412.0633	443.2244	490.71448	510.6281	560.5696	620.6117	665.3609	674.0891	681.649	709.18036	754.1952	761.77875	764.8585	767.919	779.22534	865.3863	884.2356	899.21906	938.8362	1015.6719	1495.242	1654.285	1837.0385	1878.432	1854.0186	1738.4618	1596.5284	1480.4807	1446.5348	1421.5189	1357.4751	1225.6047	1208.5448	1199.0076	1189.3837	1135.9775	928.44476	901.2923	867.1652	800.0848	677.4197	-2147483648
3623.5	912.5	28.372554377671317	-25.604891204830842	42.16015	42.732136	39.99161	33.15404	30.740067	27.264837	24.238468	23.280876	22.729618	22.56717	28.203085	36.51637	10.353136	18.556824	32.72878	35.230938	31.749456	31.27084	22.321379	8.378123	25.715523	1193	-25.60199	28.37089	2544	13.242884	9.783367	9.905526	9.99899	9.938084	10.005598	9.949681	9.953872	7.5230756	7.5411434	10.002048	7.5248675	2.9284854	3.7856448	2.8798	15.024371	19.937895	9.9646845	9.959524	19.800562	27.083984	-1	400.86227	412.063	443.22403	490.71432	510.62796	560.5692	620.6116	665.3606	674.08875	681.6485	709.18005	754.195	761.77856	764.8582	767.91864	779.22534	865.3857	884.2351	899.21857	938.83527	1015.67224	1495.2344	1654.2828	1837.0287	1878.4297	1854.022	1738.464	1596.5283	1480.4814	1446.5365	1421.5206	1357.477	1225.6047	1208.5448	1199.0096	1189.3828	1135.9779	928.44446	901.2932	867.1653	800.0864	677.4194	-2147483648
3624.5	912.5	28.37517196296612	-25.6054447539682	41.99279	42.812458	39.93087	32.73933	30.295876	26.634794	23.227432	21.82582	21.303072	21.198292	26.615606	35.393234	10.195703	18.09831	31.448706	34.138588	30.452856	29.939932	21.481623	8.025635	24.607038	1197	-25.602549	28.373531	2545	13.242789	9.783146	9.905476	9.998996	9.937992	10.005561	9.94967	9.953805	7.522887	7.5412345	10.002026	7.5249004	2.9283948	3.7855196	2.8796728	15.024507	19.937773	9.964692	9.959538	19.800562	27.09571	-1	400.86206	412.06268	443.22366	490.71417	510.6278	560.5689	620.61145	665.36035	674.0883	681.6481	709.17975	754.1948	761.7784	764.858	767.9183	779.22534	865.3851	884.23456	899.21814	938.8343	1015.67267	1495.2268	1654.2805	1837.0188	1878.4272	1854.0254	1738.4664	1596.5283	1480.482	1446.5381	1421.5223	1357.4791	1225.6047	1208.5448	1199.0116	1189.3821	1135.9783	928.4442	901.29425	867.1653	800.08813	677.41907	-2147483648
3625.5	912.5	28.377789548168145	-25.60599830310474	41.923058	42.94633	39.918724	32.601093	29.760826	25.757673	21.908691	20.318174	19.809956	19.674736	24.838982	33.751724	9.498496	17.276445	29.994797	32.282654	28.63367	28.103058	20.123938	7.5948157	23.200367	1201	-25.603107	28.376175	2546	13.242695	9.782926	9.905426	9.9990015	9.9379015	10.005523	9.949658	9.953739	7.5226994	7.541326	10.002005	7.5249333	2.9283042	3.7853944	2.8795457	15.024642	19.937649	9.964701	9.959553	19.800562	27.107414	-1	400.86188	412.0624	443.2233	490.71405	510.62762	560.56854	620.6114	665.3601	674.0879	681.6476	709.17944	754.1947	761.7782	764.8577	767.9179	779.22534	865.38446	884.234	899.21765	938.8334	1015.67303	1495.2194	1654.2783	1837.0089	1878.4249	1854.0288	1738.4686	1596.5282	1480.4829	1446.5397	1421.524	1357.481	1225.6047	1208.5448	1199.0137	1189.3813	1135.9786	928.4439	901.29517	867.1653	800.0898	677.4187	-2147483648
3626.5	912.5	28.38040713326647	-25.60655185224036	41.881218	42.65181	39.35991	31.702545	28.983492	24.732307	19.816288	17.653496	17.194622	16.936977	22.670551	33.038963	9.303578	16.921747	29.27311	31.487253	27.835005	27.34411	19.399837	7.297812	22.620195	1204	-25.603666	28.378817	2547	13.2426	9.782704	9.905376	9.999006	9.93781	10.005486	9.949647	9.953672	7.522511	7.5414176	10.001983	7.5249662	2.9282134	3.7852693	2.8794184	15.024777	19.937527	9.964708	9.959567	19.80056	27.119095	-1	400.86166	412.0621	443.22293	490.7139	510.62747	560.5682	620.61127	665.3598	674.0875	681.64716	709.17914	754.1945	761.778	764.8574	767.91754	779.2253	865.38385	884.23346	899.21716	938.8324	1015.6734	1495.2118	1654.276	1836.999	1878.4226	1854.0322	1738.471	1596.5281	1480.4836	1446.5414	1421.5256	1357.483	1225.6047	1208.5447	1199.0156	1189.3806	1135.9789	928.44366	901.2962	867.1653	800.09143	677.41833	-2147483648
3627.5	912.5	28.383024718250166	-25.607105401374962	42.38329	43.321175	40.501835	33.44204	30.780449	27.63545	23.403265	21.43138	20.903639	20.672394	27.088472	38.66185	10.877914	19.646875	34.37233	37.08157	32.824207	32.211273	23.090734	8.635962	25.952127	1208	-25.604223	28.38146	2548	13.242506	9.782483	9.905326	9.999012	9.937719	10.005448	9.9496355	9.953607	7.522323	7.5415087	10.001961	7.524999	2.9281228	3.7851443	2.879291	15.024912	19.937403	9.964717	9.959581	19.80056	27.13075	-1	400.86148	412.0618	443.22256	490.71378	510.6273	560.5679	620.61115	665.35956	674.0871	681.64667	709.17883	754.19434	761.77783	764.8572	767.9172	779.2253	865.38324	884.233	899.21674	938.8314	1015.67377	1495.2043	1654.2738	1836.9893	1878.4202	1854.0356	1738.4733	1596.528	1480.4844	1446.543	1421.5275	1357.485	1225.6046	1208.5447	1199.0177	1189.3799	1135.9792	928.4434	901.2971	867.1653	800.09314	677.41797	-2147483648
3628.5	912.5	28.38564230310831	-25.607658950508434	43.038773	44.12441	41.838127	35.642323	33.364834	30.983332	27.719946	26.226048	25.868017	25.428669	31.85091	43.34879	12.279823	22.28549	38.52335	41.737316	37.01967	36.094006	25.801079	9.771757	29.03449	1213	-25.604782	28.3841	2549	13.242412	9.782262	9.905276	9.999017	9.937628	10.005411	9.949624	9.953541	7.5221353	7.5416	10.001939	7.525032	2.9280322	3.7850192	2.879164	15.025047	19.93728	9.964725	9.959596	19.80056	27.142405	-1	400.86127	412.0615	443.2222	490.71362	510.62714	560.5675	620.611	665.3593	674.0867	681.64624	709.17847	754.1942	761.77765	764.8569	767.9168	779.2253	865.3826	884.2324	899.21625	938.8305	1015.6742	1495.1968	1654.2716	1836.9794	1878.4178	1854.0391	1738.4756	1596.5278	1480.4851	1446.5446	1421.529	1357.4869	1225.6046	1208.5447	1199.0197	1189.3792	1135.9796	928.4431	901.2981	867.1653	800.0948	677.4176	-2147483648
3629.5	912.5	28.388259887829964	-25.608212499640675	43.024826	44.137794	42.299755	36.057037	33.79893	31.526897	28.78373	27.64604	27.037783	26.913555	32.330532	42.84482	12.114893	21.740465	38.08612	41.19644	36.161842	35.16457	25.263033	9.491072	28.379772	1218	-25.60534	28.386744	2550	13.242317	9.782041	9.905227	9.9990225	9.937537	10.005374	9.949613	9.953474	7.5219474	7.541692	10.001917	7.525065	2.9279413	3.784894	2.8790367	15.025183	19.937159	9.964732	9.95961	19.800558	27.154036	-1	400.86108	412.0612	443.22186	490.7135	510.62698	560.5672	620.61096	665.359	674.0863	681.64575	709.17816	754.19403	761.77747	764.8566	767.91644	779.2253	865.382	884.2319	899.21576	938.8295	1015.67456	1495.1893	1654.2693	1836.9695	1878.4155	1854.0425	1738.4779	1596.5277	1480.4858	1446.5461	1421.5308	1357.4889	1225.6046	1208.5447	1199.0217	1189.3784	1135.98	928.44293	901.2991	867.16534	800.09644	677.4173	-2147483648
3630.5	912.5	28.390877472404217	-25.60876604877159	42.676167	43.96376	41.923164	35.676884	33.728264	31.625729	28.177109	26.699379	26.172346	25.915897	33.364082	47.19338	13.366865	24.102243	42.205532	45.549934	40.88975	40.05923	28.72765	10.71499	31.55937	1224	-25.605898	28.389385	2551	13.242223	9.78182	9.905177	9.999028	9.937446	10.005336	9.949601	9.953408	7.5217595	7.5417833	10.001895	7.525098	2.9278507	3.7847688	2.8789093	15.025318	19.937035	9.964741	9.959624	19.800558	27.165644	-1	400.86087	412.06088	443.2215	490.71335	510.6268	560.56683	620.61084	665.35876	674.0859	681.6453	709.17786	754.19385	761.7773	764.8564	767.9161	779.2252	865.3814	884.2313	899.21533	938.8286	1015.6749	1495.1818	1654.2671	1836.9597	1878.4131	1854.046	1738.4801	1596.5276	1480.4865	1446.5479	1421.5325	1357.491	1225.6046	1208.5447	1199.0238	1189.3777	1135.9803	928.4426	901.30005	867.16534	800.09814	677.41693	-2147483648
3619.5	913.5	28.36141986347124	-25.60526160789384	42.46697	43.160526	40.234573	33.119484	30.6694	26.955992	22.77906	21.440144	20.856089	20.672394	26.054922	34.39969	9.805866	17.639797	30.832375	33.14699	29.79223	29.334972	20.953634	7.888556	24.049555	1195	-25.602343	28.359655	2540	13.24326	9.78425	9.9057255	9.998969	9.938448	10.005748	9.949727	9.954125	7.523828	7.5407777	10.002135	7.5247335	2.9288483	3.7861454	2.880309	15.023825	19.938387	9.964652	9.959466	19.800566	27.036844	-1	400.86304	412.06418	443.2255	490.71487	510.6286	560.5706	620.612	665.3617	674.09033	681.6503	709.18134	754.1957	761.7793	764.8593	767.9201	779.2254	865.3881	884.23724	899.22046	938.83905	1015.6707	1495.2644	1654.2916	1837.068	1878.4391	1854.0083	1738.455	1596.5287	1480.4785	1446.53	1421.5138	1357.4691	1225.6047	1208.5448	1199.0015	1189.3857	1135.9766	928.4455	901.2893	867.1652	800.0797	677.4208	-2147483648
